KEYTERMS,WEIGHT
painting,2.0
cupid,1.996
brissac,1.991
seller,1.986
salon,1.982
fragonard,1.982
madame,1.982
slavery,1.981
anacreontic,1.98
woman,1.98
composition,1.98
pavilion,1.979
sketch,1.979
drawing,1.979
scene,1.979
anacreon,1.979
ancient,1.979
pendant,1.978
antiquity,1.978
toulouse,1.978
picture,1.978
sallon,1.978
bouch,1.978
style,1.978
bastille,1.978
