KEYTERMS,WEIGHT
child,2.0
teacher,1.992
young,1.986
love,1.984
know,1.983
tommy,1.983
angel,1.981
grow,1.981
understand,1.98
learning,1.98
winning,1.98
abnormal,1.98
sweet,1.98
lose,1.979
victory,1.979
normal,1.979
need,1.979
happy,1.979
teach,1.979
constantly,1.979
make,1.978
try,1.978
old,1.978
people,1.978
