KEYTERMS,WEIGHT
closed,2.0
open,1.83937997
safer,1.7896009
bigger,1.71009547
put,1.60925376
place,1.5751637
sky,1.43327442
sweet,1.4296705
curve,1.39205265
turning,1.3553867
holding,1.33296186
love,1.31372035
looking,1.30532405
next,1.23323978
field,1.22374016
perhaps,1.21317479
