KEYTERMS,WEIGHT
perhap,2.0
artist,1.998
beauty,1.994
charm,1.991
lover,1.991
painting,1.989
woman,1.989
sisto,1.988
beautiful,1.988
mistress,1.988
portrait,1.987
fornarina,1.987
madonna,1.987
inspire,1.987
picture,1.986
affair,1.985
master,1.985
fresco,1.985
immortalize,1.985
ducat,1.985
cardinal,1.984
pitti,1.984
marriage,1.983
famou,1.983
uffizi,1.983
