KEYTERMS,WEIGHT
tenderly,2.0
sleep,2.0
expressive,1.993
lap,1.993
calmly,1.989
expressively,1.988
white,1.988
warmly,1.988
lamb,1.987
taste,1.986
mysteriously,1.986
wind,1.986
tain,1.986
delicately,1.986
scarce,1.985
young,1.985
cheek,1.985
dream,1.985
light,1.984
green,1.984
branch,1.983
dove,1.983
leaf,1.982
dreaming,1.982
slowing,1.982
