KEYTERMS,WEIGHT
love,2.0
heart,1.993
law,1.991
breathe,1.986
god,1.986
lamp,1.984
word,1.982
heaven,1.982
tell,1.981
man,1.981
light,1.98
shine,1.98
life,1.98
blood,1.979
kind,1.979
child,1.978
shall,1.977
soul,1.977
fill,1.976
put,1.976
writes,1.976
lived,1.975
give,1.975
told,1.975
feel,1.975
