KEYTERMS,WEIGHT
watering,2.0
ledge,1.994
window,1.993
police,1.985
doesn,1.985
please,1.984
apartment,1.984
yell,1.984
crazy,1.983
patrol,1.982
anymore,1.982
someone,1.982
yelling,1.982
downstair,1.982
telling,1.981
leave,1.981
feeling,1.981
peculiar,1.981
bedroom,1.98
street,1.98
maybe,1.98
building,1.98
drunk,1.98
friend,1.98
clean,1.98
