KEYTERMS,WEIGHT
ditto,2.0
behold,1.998
bless,1.995
stainer,1.993
mercy,1.991
awake,1.991
christ,1.988
fill,1.988
moderato,1.987
prayer,1.987
steane,1.986
gounod,1.986
merciful,1.986
stant,1.986
ture,1.986
elvey,1.985
father,1.985
plain,1.985
barnby,1.985
rise,1.984
gift,1.984
tempo,1.983
bounteou,1.983
hosanna,1.983
shall,1.983
