KEYTERMS,WEIGHT
bride,2.0
husband,1.996
recall,1.996
joyce,1.994
woman,1.993
girl,1.988
kalispell,1.987
family,1.986
people,1.986
serviceman,1.986
respondent,1.985
delong,1.985
marry,1.984
butte,1.984
remember,1.983
norma,1.983
married,1.983
young,1.982
australia,1.982
everybody,1.982
live,1.982
arrival,1.982
