KEYTERMS,WEIGHT
follette,2.0
wisconsin,1.981
family,1.981
progressivism,1.979
progressive,1.979
political,1.978
thelen,1.978
biography,1.977
sawyer,1.977
politics,1.977
belle,1.977
senator,1.976
robert,1.976
reform,1.976
governor,1.976
career,1.976
margulie,1.976
approach,1.976
party,1.976
accomplishment,1.976
young,1.976
autobiography,1.976
citizenship,1.976
governorship,1.976
