KEYTERMS,WEIGHT
language,2.0
grammar,1.999
needle,1.992
nak,1.991
rustic,1.989
knitting,1.987
winston,1.986
gaze,1.986
write,1.985
compromise,1.985
literature,1.985
hashish,1.985
teacher,1.985
thunder,1.984
nude,1.984
concession,1.984
teach,1.984
ungrammatical,1.983
assassin,1.983
moslem,1.983
biblical,1.983
bible,1.983
doesn,1.983
staircase,1.983
