KEYTERMS,WEIGHT
clock,2.0
snowflake,1.999
grammarian,1.996
stair,1.995
obedient,1.993
remember,1.992
place,1.99
mystery,1.989
abandon,1.989
phrase,1.987
sense,1.986
heart,1.985
water,1.984
longer,1.983
world,1.981
