KEYTERMS,WEIGHT
lasson,2.0
decadent,2.0
artist,2.0
classic,1.999
sneeze,1.999
versailles,1.993
beauty,1.993
promoter,1.992
financier,1.991
dancing,1.991
collaboration,1.991
dancer,1.991
trade,1.99
paint,1.99
garment,1.99
sneezing,1.99
curiou,1.989
design,1.989
painting,1.988
seriou,1.988
studio,1.988
themselve,1.988
charm,1.988
beautiful,1.987
perhap,1.987
