KEYTERMS,WEIGHT
heywood,2.0
love,1.994
play,1.986
lover,1.985
loved,1.979
debate,1.979
moment,1.978
convention,1.978
vice,1.977
fabliau,1.977
courtly,1.977
colde,1.976
fyre,1.976
harte,1.976
evyn,1.976
wordes,1.976
braekman,1.975
altman,1.975
word,1.975
language,1.975
voice,1.974
audience,1.974
petrarchan,1.974
wolde,1.974
notion,1.973
