KEYTERMS,WEIGHT
tequila,2.0
laura,1.996
capella,1.993
bruno,1.992
tommaso,1.991
ferrary,1.991
cheese,1.988
culinary,1.987
microbe,1.986
sourdough,1.981
roquefort,1.981
reader,1.981
romance,1.981
recipe,1.981
drink,1.981
passion,1.981
flavor,1.98
cooking,1.98
roommate,1.98
penicillium,1.98
story,1.979
chapter,1.979
margarita,1.979
fisher,1.979
shower,1.979
