KEYTERMS,WEIGHT
fisher,2.0
hesser,1.998
reardon,1.997
cooking,1.99
latte,1.985
woman,1.984
gastronomic,1.983
shapiro,1.983
friedan,1.983
julia,1.983
housewife,1.981
betty,1.98
writing,1.98
daughter,1.98
homemaker,1.98
cookbook,1.98
salty,1.979
friend,1.979
parrish,1.979
amanda,1.979
sandwich,1.979
recipe,1.979
child,1.979
scratch,1.978
courtship,1.978
