KEYTERMS,WEIGHT
shift,2.0
participant,1.992
person,1.99
target,1.99
direction,1.989
attentional,1.988
construal,1.988
female,1.988
rater,1.988
attractiveness,1.987
rating,1.987
avert,1.986
attention,1.986
evaluation,1.985
face,1.985
baron,1.984
experiment,1.983
perception,1.983
cognition,1.983
disengagement,1.983
cohen,1.982
likable,1.982
driver,1.982
