KEYTERMS,WEIGHT
johnson,2.0
boswell,1.984
levett,1.984
thrale,1.983
desmoulins,1.981
death,1.98
bair,1.978
williams,1.978
hodge,1.977
taylor,1.977
cohn,1.977
play,1.976
wish,1.976
cat,1.975
wrote,1.975
theme,1.975
bolt,1.975
human,1.975
life,1.974
godot,1.974
carmichael,1.974
stephen,1.974
notebook,1.974
letter,1.973
proust,1.973
