KEYTERMS,WEIGHT
malu,2.0
tara,1.36005238
girl,1.31429765
sindhi,1.28525922
ego,1.2696999
calcutta,1.23578314
novel,1.22560813
why_don,1.22368866
mirchandani,1.21353802
wouldn,1.20479321
mind,1.2027886
pathos,1.18807723
begging,1.18762527
sindh,1.18751658
truth,1.17542544
parent,1.1753292
life,1.170535
suffering,1.16857064
story,1.15390308
kidnapped,1.14876182
knew,1.14850187
tempest,1.13645335
pain,1.13016036
soul,1.13010205
agony,1.1272193
