KEYTERMS,WEIGHT
poster,2.0
concrete,2.0
zurich,1.997
konkrete,1.992
sketch,1.991
allianz,1.991
kunsthalle,1.99
kunst,1.99
exhibition,1.989
basle,1.988
bauhaus,1.987
verlag,1.987
spring,1.984
bielefeld,1.983
drawing,1.983
pencil,1.982
calligraphic,1.981
taeub,1.981
semicircle,1.981
catalogue,1.98
image,1.98
artist,1.98
number,1.98
posthumously,1.98
sculpture,1.98
