KEYTERMS,WEIGHT
woman,2.0
clarinda,1.993
sea_voyage,1.992
fletcher,1.986
men,1.984
play,1.983
voyage,1.983
sexual,1.983
massinger,1.981
beast,1.981
prospero,1.98
island,1.979
humankind,1.979
human,1.979
sex,1.979
animal,1.979
sea,1.978
hippolita,1.978
aer,1.978
omas,1.978
oen,1.976
albert,1.976
man,1.976
shakespeare,1.976
mcmullan,1.976
