KEYTERMS,WEIGHT
rsquo,2.0
sonnet,1.989
petrarchan,1.981
shakespeare,1.98
rdquo,1.98
ldquo,1.98
montgomery,1.98
sidney,1.976
praise,1.973
poet,1.973
kerrigan,1.972
beloved,1.972
anguished,1.972
speaker,1.972
fictive,1.972
spenser,1.972
verse,1.972
parody,1.971
unresolved,1.971
commonplace,1.971
lover,1.971
close,1.971
love,1.971
insists,1.971
complaint,1.971
