KEYTERMS,WEIGHT
priest,2.0
alaya,1.999
woman,1.986
story,1.983
celibacy,1.983
affair,1.983
abuse,1.982
passion,1.982
describe,1.982
italy,1.981
clerical,1.981
relationship,1.981
beautifully,1.98
parish,1.98
begin,1.98
somehow,1.98
imagine,1.979
seeing,1.979
raise,1.979
birth,1.979
island,1.979
occasion,1.978
become,1.978
unable,1.978
church,1.978
