KEYTERMS,WEIGHT
savelli,2.0
troiano,2.0
lucretia,1.994
gramar,1.994
protagonist,1.994
vittoria,1.993
cohen,1.988
girl,1.988
sister,1.987
love,1.987
case,1.987
adulterous,1.986
lover,1.985
murder,1.984
victim,1.984
battista,1.984
francesca,1.984
tale,1.983
giovanni,1.981
family,1.98
woman,1.98
young,1.98
female,1.98
mirror,1.979
criminal,1.978
