KEYTERMS,WEIGHT
hermia,2.0
themselve,1.998
demetrius,1.993
tutti,1.985
lover,1.985
perhap,1.985
darken,1.983
adore,1.982
delight,1.982
wherein,1.982
flesh,1.982
night,1.982
shadow,1.982
weather,1.981
plain,1.981
potato,1.981
tourist,1.981
violin,1.98
voice,1.98
mounting,1.98
bloom,1.98
world,1.98
humble,1.98
coffee,1.98
prompt,1.98
