KEYTERMS,WEIGHT
newman,2.0
kingsley,2.0
catacomb,1.994
mariu,1.989
christian,1.988
northcote,1.988
pater,1.987
celibacy,1.985
christ,1.984
cull,1.984
novel,1.983
sexual,1.983
homosexual,1.982
corneliu,1.982
marriage,1.981
hellenism,1.981
roman,1.981
sexuality,1.981
closet,1.981
christianity,1.981
homosexuality,1.981
underground,1.981
catholic,1.98
browning,1.98
