KEYTERMS,WEIGHT
hussein,2.0
kneel,1.98
child,1.979
poetry,1.977
prose,1.975
magazine,1.975
oil,1.975
flow,1.974
woman,1.974
blood,1.974
literary,1.974
war,1.973
