KEYTERMS,WEIGHT
aeschylus,2.0
lydia,1.992
supplice,1.989
satyr,1.985
greek,1.985
theater,1.985
piero,1.985
asylum,1.984
bella,1.983
woman,1.982
trojan,1.981
foley,1.981
tragedy,1.98
charles,1.98
trial,1.98
orestes,1.98
husband,1.98
aphrodite,1.98
update,1.98
olympia,1.979
violence,1.979
feminist,1.979
tragic,1.979
euripides,1.979
constantine,1.979
