KEYTERMS,WEIGHT
robbia,2.0
della,1.994
glaze,1.991
terra,1.991
cotta,1.988
hughes,1.986
rossetti,1.985
millbank,1.983
vasari,1.982
gallery,1.982
florence,1.981
lucia,1.981
catalogue,1.98
picture,1.98
andrea,1.98
canvas,1.98
lovely,1.98
arthur,1.98
giovanni,1.98
workshop,1.98
academy,1.979
antonio,1.979
execute,1.979
