KEYTERMS,WEIGHT
woman,2.0
prostitution,2.0
bangkok,1.995
cohen,1.995
thailand,1.989
tourism,1.988
tourist,1.984
prostitute,1.983
emotional,1.983
end,1.981
relationship,1.981
worker,1.981
socio,1.98
customer,1.98
encounter,1.98
seabrook,1.98
cultural,1.98
culture,1.98
informant,1.979
money,1.979
lover,1.979
precinct,1.979
orient,1.979
