KEYTERMS,WEIGHT
lesbian,2.0
lesbianism,1.997
sexuality,1.991
woman,1.989
romantic,1.988
feminist,1.987
sexual,1.986
identity,1.984
homosexual,1.983
feminism,1.982
romanticism,1.981
freud,1.981
psychoanalysis,1.98
erotic,1.98
gender,1.98
passion,1.98
homosexuality,1.98
masculine,1.98
bonding,1.979
london,1.979
masculinity,1.979
heterosexuality,1.978
romance,1.978
