KEYTERMS,WEIGHT
cather,2.0
deephaven,1.992
unpublish,1.992
female,1.99
relationship,1.987
publish,1.986
diary,1.986
letter,1.985
lesbian,1.982
verse,1.982
forthcom,1.981
nickname,1.981
write,1.981
tionship,1.981
bostonian,1.981
lover,1.981
woman,1.98
intense,1.98
century,1.98
stimpson,1.98
rework,1.98
willa,1.98
birckhead,1.98
liaison,1.98
pencil,1.98
