KEYTERMS,WEIGHT
magness,2.0
recipe,1.999
babylonian,1.994
magic,1.993
hebrew,1.99
babylonia,1.99
talmud,1.989
gynecology,1.989
cosmetic,1.989
babylon,1.988
devoted,1.988
ceramic,1.987
islamic,1.986
woman,1.986
ancient,1.985
sexuality,1.985
jewish,1.984
beauty,1.984
medieval,1.984
settlement,1.983
illustration,1.983
scholar,1.983
source,1.983
desired,1.982
medicine,1.982
