KEYTERMS,WEIGHT
brown,2.0
white,1.998
glass,1.988
star,1.985
button,1.984
clinique,1.983
pushing,1.983
want,1.983
towel,1.982
sleep,1.982
weekend,1.981
remember,1.981
morning,1.981
cream,1.98
love,1.98
realiz,1.98
stain,1.98
finger,1.98
blood,1.98
window,1.979
thick,1.979
water,1.979
break,1.978
bottom,1.978
night,1.978
