KEYTERMS,WEIGHT
julian,2.0
novel,1.982
love,1.982
crazy,1.981
cuban,1.979
family,1.977
grandmother,1.976
munoz,1.976
genny,1.975
sexual,1.975
boy,1.974
young,1.974
protagonist,1.973
cousin,1.973
behavior,1.973
father,1.973
relationship,1.973
event,1.973
anka,1.973
bind,1.973
life,1.972
solitude,1.972
amor,1.972
toledo,1.972
destroys,1.972
