KEYTERMS,WEIGHT
paolo,2.0
dwarf,1.993
claudia,1.99
mario,1.988
turn,1.987
star,1.985
walk,1.985
look,1.985
giulio,1.983
please,1.983
profession,1.983
shrug,1.983
domenico,1.983
hand,1.983
voice,1.982
ricco,1.982
albano,1.982
sorry,1.981
seem,1.981
open,1.981
maybe,1.981
mouth,1.98
stand,1.98
pause,1.98
step,1.98
