KEYTERMS,WEIGHT
beloved,2.0
lover,1.996
beauty,1.995
socrates,1.995
bloch,1.995
derrida,1.993
hebrew,1.991
phaedrus,1.991
nussbaum,1.99
tamil,1.99
soulen,1.99
arabic,1.989
jewish,1.988
egyptian,1.987
poetry,1.987
ancient,1.987
plato,1.986
greek,1.986
image,1.985
commentary,1.985
translation,1.985
erotic,1.984
description,1.984
motif,1.984
beautiful,1.984
