KEYTERMS,WEIGHT
chaucer,2.0
fabliau,1.994
lover,1.993
clerk,1.987
husband,1.985
lemman,1.985
absolon,1.984
sweet,1.982
handsome,1.982
contrast,1.982
montaiglon,1.982
daughter,1.982
heile,1.982
seyde,1.981
courtly,1.981
raynaud,1.98
bourgeoise,1.98
queynte,1.98
nevertheles,1.98
analogue,1.98
speak,1.979
prestre,1.979
perhap,1.979
misdirect,1.979
phrase,1.979
