KEYTERMS,WEIGHT
parent,2.0
immigrant,1.989
margin,1.985
success,1.983
error,1.983
pride,1.982
remember,1.979
friend,1.979
obstacle,1.979
remind,1.979
mexican,1.979
people,1.979
degree,1.979
psychologist,1.978
generation,1.978
wealthy,1.977
pathology,1.977
story,1.977
focus,1.977
exceptional,1.977
expectation,1.977
succeed,1.977
emotional,1.977
attend,1.977
approval,1.977
