KEYTERMS,WEIGHT
scaglione,2.0
decameron,1.991
abelard,1.99
naturalism,1.989
medieval,1.988
boccaccio,1.987
courtly,1.987
andrea,1.984
capellanu,1.984
nature,1.983
sexual,1.982
professor,1.982
chartres,1.982
cultural,1.981
fourteenth,1.981
twelfth,1.981
philosophy,1.981
chaucer,1.981
literary,1.98
attitude,1.98
naturalistic,1.98
alain,1.98
century,1.98
marriage,1.98
ethical,1.98
