KEYTERMS,WEIGHT
child,2.0
sociol,2.0
psychol,1.996
sexology,1.993
parent,1.989
counseling,1.988
education,1.988
marital,1.984
childbirth,1.983
attitude,1.983
pastoral,1.983
divorce,1.982
adjustment,1.982
fertility,1.982
mother,1.982
marriage,1.982
assoc,1.982
parental,1.981
contraception,1.981
abnorm,1.981
devel,1.981
rept,1.98
study,1.98
