KEYTERMS,WEIGHT
breton,2.0
prophecy,1.979
trotsky,1.979
future,1.978
surrealism,1.977
structure,1.977
hegelian,1.977
interpretation,1.977
encounter,1.977
retrospective,1.976
retrospection,1.976
blanchot,1.976
revolutionary,1.976
itself,1.976
narrator,1.976
dream,1.976
reading,1.976
tran,1.976
politics,1.976
theoretical,1.976
impossible,1.976
benjamin,1.976
story,1.976
idealist,1.976
anticipation,1.976
