KEYTERMS,WEIGHT
lover,2.0
rhetoric,1.99
seem,1.989
false,1.988
sophistry,1.987
roman,1.986
sophistic,1.985
emotion,1.982
franchise,1.981
ethos,1.981
reason,1.981
dahlberg,1.98
appeal,1.98
argument,1.98
speaker,1.98
character,1.98
aristotle,1.979
tongue,1.979
preaching,1.979
sophist,1.979
friend,1.979
fallacy,1.979
faulty,1.978
psychomachia,1.978
