KEYTERMS,WEIGHT
oob,2.0
issue,1.989
woman,1.984
dear,1.982
hairnet,1.982
send,1.981
didn,1.979
subscription,1.978
friend,1.977
sister,1.976
bookstore,1.976
liberated,1.975
sincerely,1.975
please,1.975
copy,1.975
love,1.974
thank,1.974
read,1.974
liked,1.974
school,1.974
letter,1.974
cost,1.974
infor,1.974
postage,1.974
sent,1.974
