KEYTERMS,WEIGHT
glahn,2.0
aesop,1.976
hamsun,1.975
love,1.974
hut,1.974
myself,1.974
feather,1.974
pan,1.974
summer,1.973
night,1.973
away,1.972
read,1.972
nothing,1.972
encounter,1.972
book,1.972
forest,1.972
sorrow,1.971
passion,1.971
stoicism,1.971
mother,1.971
ago,1.971
day,1.971
reader,1.971
village,1.971
fiendishly,1.971
