KEYTERMS,WEIGHT
husband,2.0
plaintiff,1.998
defendant,1.995
damage,1.993
waldron,1.993
affection,1.992
bailey,1.99
alienation,1.988
willie,1.987
action,1.986
parent,1.984
court,1.984
evidence,1.981
advise,1.981
alienate,1.981
folk,1.98
recover,1.98
advice,1.98
landlord,1.98
heisl,1.98
fence,1.98
kraut,1.979
bring,1.979
