KEYTERMS,WEIGHT
bhakti,2.0
viraha,1.994
kakar,1.992
mother,1.987
devotee,1.986
separation,1.986
merger,1.984
individuation,1.984
object,1.984
attachment,1.983
krsna,1.983
monistic,1.981
moksa,1.981
emotional,1.981
individuate,1.98
reflect,1.98
psychoanalytic,1.98
image,1.98
deity,1.98
infant,1.98
perhap,1.979
fantasy,1.979
rizzuto,1.979
experience,1.979
psychoanalysis,1.979
