KEYTERMS,WEIGHT
dorothea,2.0
heroine,1.993
class,1.993
woman,1.989
boomerang,1.988
middle,1.986
novel,1.986
uterature,1.985
convention,1.984
romance,1.982
clyde,1.981
bourgeois,1.981
sydney,1.981
narrative,1.981
edward,1.981
ardi,1.981
lovell,1.98
stepmother,1.98
pagan,1.98
contradiction,1.98
servant,1.979
sexual,1.979
