KEYTERMS,WEIGHT
daughter,2.0
child,1.997
woman,1.993
spouse,1.989
apartment,1.989
friend,1.988
drink,1.987
father,1.987
mother,1.986
aloud,1.984
sympathetic,1.984
confes,1.984
heartbreak,1.984
elder,1.982
thought,1.982
plump,1.982
disparagement,1.982
massage,1.982
tease,1.982
dresser,1.982
abuse,1.982
spoke,1.981
husband,1.981
resent,1.981
medication,1.981
