KEYTERMS,WEIGHT
estella,2.0
dey,1.98
inspector,1.956
habila,1.949
man,1.941
policeman,1.934
boot,1.929
ododo,1.927
madam,1.924
door,1.923
hand,1.921
arm,1.921
doorway,1.919
eye,1.919
ruby,1.919
button,1.916
chukwuma,1.916
lip,1.915
driver,1.915
shoulder,1.913
foot,1.912
shirt,1.912
ehn,1.91
face,1.908
car,1.908
