KEYTERMS,WEIGHT
speaker,2.0
translator,2.0
memphis,2.0
line,1.995
hieratic,1.994
hieroglyphic,1.993
stanza,1.992
meaning,1.99
translation,1.989
literal,1.988
ferry,1.988
sign,1.988
egyptian,1.987
lotus,1.987
epithet,1.985
original,1.984
word,1.984
rush,1.984
determinative,1.984
river,1.983
scribe,1.983
reed,1.982
verse,1.981
phrase,1.981
transcription,1.981
