KEYTERMS,WEIGHT
colosseum,2.0
gladiator,1.95442146
verus,1.39147708
gladiatorial,1.28135023
rome,1.19338717
game,1.18918915
bbc,1.1476107
bloodbath,1.14059864
inaugural,1.1400903
ancient,1.13757256
priscus,1.13743593
martial,1.13709314
amphitheater,1.13397916
movie,1.12955229
documentary,1.116507724
edifice,1.0979076
bout,1.09380836
viewer,1.09349319
hollywood,1.09119287
tackle,1.09071149
screen,1.0736177
genre,1.06867633
imperial,1.066931754
poet,1.06658014
noting,1.06585953
