KEYTERMS,WEIGHT
junger,2.0
affair,1.974
restrepo,1.972
soldier,1.969
platoon,1.968
infidel,1.964
combat,1.962
outpost,1.958
miscreant,1.957
war,1.955
hetherington,1.954
war_terror,1.953
men,1.952
byrne,1.951
tim,1.95
taleban,1.95
everyone,1.949
fear,1.949
squad,1.949
sebastian,1.949
finkel,1.948
valley,1.947
didn,1.947
afghanistan,1.947
battalion,1.947
