KEYTERMS,WEIGHT
mimesis,2.0
catharsis,1.99
aristotle,1.987
noncognitive,1.986
pleasure,1.985
poetics,1.983
cognitive,1.982
comedy,1.982
tragedy,1.982
music,1.98
precognitive,1.98
statius,1.979
imitation,1.978
thebaid,1.978
chapter,1.977
theater,1.977
passage,1.977
lippman,1.977
poetry,1.977
passion,1.977
fendt,1.977
teron,1.977
meaning,1.977
mcnelis,1.977
mimetic,1.977
