WORDCOUNTS,WEIGHT
the,219
and,199
of,121
a,109
i,108
to,102
in,75
that,73
it,67
was,47
for,38
you,36
with,34
my,33
he,32
is,32
his,31
me,27
so,27
on,24
livy,23
but,21
as,20
not,20
this,20
be,19
at,18
all,18
have,18
out,15
there,15
them,15
were,15
an,15
when,15
we,15
no,14
she,14
day,14
which,14
one,13
are,13
her,13
from,12
had,12
s,12
would,12
they,11
shall,11
will,10
home,10
t,10
do,10
now,9
its,9
their,9
then,9
by,9
love,9
mark,9
great,9
new,9
just,9
time,9
away,9
such,9
like,9
up,9
world,9
again,8
twain,8
face,8
read,8
into,8
before,8
two,8
said,8
long,8
know,8
together,8
your,8
got,8
after,8
never,8
hymn,8
am,8
or,7
ever,7
over,7
last,7
see,7
father,7
upon,7
heart,7
people,7
us,7
think,7
years,7
good,7
night,7
old,7
always,7
darling,7
go,6
happy,6
house,6
life,6
makes,6
often,6
these,6
make,6
choir,6
oh,6
letter,6
church,6
him,6
eyes,6
can,6
look,6
saw,6
beauty,6
way,5
if,5
lost,5
about,5
any,5
something,5
first,5
been,5
came,5
other,5
flowers,5
could,5
did,5
minister,5
recollections,5
don,5
felt,5
made,5
must,5
our,5
full,5
times,5
more,5
little,5
knew,4
heaven,4
sometimes,4
ing,4
mother,4
yet,4
god,4
following,4
comes,4
every,4
many,4
gone,4
take,4
review,4
behind,4
has,4
well,4
peace,4
music,4
three,4
earth,4
ll,4
things,4
haven,4
should,4
girl,3
done,3
today,3
note,3
letters,3
five,3
wrote,3
toward,3
unconscious,3
parents,3
began,3
american,3
feel,3
get,3
lives,3
praise,3
days,3
same,3
ahead,3
without,3
most,3
friend,3
natures,3
here,3
turn,3
elmira,3
give,3
put,3
j,3
only,3
humorous,3
horse,3
men,3
may,3
stand,3
those,3
let,3
where,3
what,3
return,3
pulpit,3
try,3
because,3
almost,3
another,3
future,3
hear,3
some,3
say,3
through,3
sent,3
along,3
worship,3
gave,3
during,3
point,3
come,3
than,3
high,3
brother,3
around,3
jl,3
back,3
ear,3
qualities,3
tenor,3
young,3
left,3
wife,3
dear,3
north,3
sister,3
how,3
evidently,3
appeal,2
front,2
san,2
settled,2
matter,2
edge,2
mysterious,2
noble,2
bring,2
l,2
exile,2
sort,2
sermon,2
anniversary,2
e,2
sensitive,2
preach,2
above,2
steeple,2
boy,2
went,2
village,2
unsatisfactory,2
gallery,2
soprano,2
sunshine,2
live,2
true,2
utterly,2
town,2
hair,2
melodeon,2
bursts,2
bit,2
light,2
received,2
women,2
four,2
experience,2
simply,2
tears,2
applause,2
angel,2
cries,2
whose,2
few,2
sad,2
set,2
refresh,2
familiar,2
sunday,2
intellectual,2
history,2
beautiful,2
friends,2
each,2
hours,2
nature,2
pain,2
sing,2
walk,2
seem,2
head,2
boyhood,2
down,2
warm,2
thy,2
orion,2
visiting,2
gives,2
sofa,2
hundred,2
end,2
room,2
while,2
mightiest,2
francisco,2
happiness,2
passage,2
february,2
pillow,2
sounding,2
mind,2
miles,2
hand,2
gods,2
effect,2
telling,2
papers,2
study,2
des,2
quote,2
bass,2
ears,2
near,2
particularly,2
going,2
boys,2
birthday,2
local,2
stood,2
missed,2
possible,2
line,2
used,2
missionary,2
middle,2
both,2
wandering,2
heard,2
alone,2
fianc,2
brought,2
headed,2
part,2
far,2
wedding,2
household,2
langdon,2
secret,2
himself,2
lecture,2
bible,2
sweet,2
own,2
solitary,2
winter,2
thus,2
voice,2
ex,2
obliged,2
finally,2
miss,2
mirth,2
interest,2
wish,2
hard,2
resembled,2
period,2
loved,2
sur,2
stage,2
alto,2
paths,2
kind,2
playing,2
dis,2
thing,2
ward,2
event,2
laughter,2
wednesday,2
narrowing,2
morning,2
thousand,2
written,2
ship,2
between,2
stranger,2
jokes,2
deacon,2
spite,2
sun,2
engagement,2
ago,2
hardly,2
poles,2
rest,2
sundays,2
attended,2
glad,2
visit,2
blessing,2
perfect,1
humorist,1
hurricanes,1
model,1
seats,1
cadences,1
lad,1
sigh,1
given,1
enough,1
failed,1
faithfully,1
homely,1
late,1
devious,1
grieved,1
color,1
lo,1
pacific,1
hauled,1
ii,1
cending,1
deck,1
ugliness,1
blinds,1
york,1
realm,1
dreadful,1
inimitable,1
succession,1
ingenuity,1
tread,1
clara,1
window,1
ling,1
nphen,1
waves,1
exact,1
steadily,1
mingled,1
sets,1
lessly,1
figure,1
chance,1
pealing,1
equable,1
tion,1
solemn,1
criminal,1
separation,1
absent,1
blessedness,1
superficial,1
across,1
expand,1
everett,1
practical,1
itants,1
till,1
stop,1
blessed,1
slaughter,1
wonder,1
play,1
grim,1
thou,1
everyone,1
pathos,1
somebody,1
teach,1
afterwards,1
tonight,1
lutely,1
appreciate,1
yearn,1
notices,1
yours,1
islands,1
lecturing,1
extracts,1
warmth,1
