WORDCOUNTS,WEIGHT
the,106
and,59
of,46
in,34
to,34
a,31
that,28
dickens,28
s,26
collins,23
as,19
nayder,16
on,15
his,14
is,14
it,12
more,10
was,9
one,8
by,8
for,8
with,7
but,7
at,6
he,6
had,6
from,6
two,6
unequal,6
no,5
too,5
book,5
out,5
partners,5
work,5
collaboration,5
writer,5
when,5
she,4
how,4
who,4
about,4
english,4
their,4
frozen,4
first,4
also,4
artistic,4
are,4
words,4
political,4
deep,4
chapter,4
household,4
its,4
this,4
have,4
charles,4
story,4
than,4
value,4
relationship,3
erotic,3
if,3
fiction,3
e,3
edwin,3
they,3
drood,3
not,3
moonstone,3
literary,3
over,3
novel,3
time,3
her,3
literature,3
both,3
writers,3
chapters,3
personal,3
such,3
would,3
an,3
mystery,3
be,3
always,3
working,3
attention,3
final,2
will,2
dawn,2
collaborations,2
koestenbaum,2
been,2
short,2
wrote,2
pieces,2
coleman,2
certain,2
contributor,2
class,2
often,2
university,2
claims,2
eager,2
most,2
increasingly,2
readings,2
love,2
supposedly,2
christmas,2
convincing,2
name,2
victorian,2
thoroughfare,2
social,2
prisoners,2
all,2
stories,2
together,2
franklin,2
differences,2
contemporary,2
i,2
man,2
men,2
readers,2
those,2
staff,2
performed,2
ideological,2
persuasively,2
racial,2
rebellion,2
issue,2
pains,2
perhaps,2
has,2
number,2
because,2
imperial,2
argues,2
interest,2
women,2
lillian,2
likely,2
himself,2
editorial,2
make,2
issues,2
mentor,2
which,2
argument,2
years,2
against,2
g,2
author,2
good,2
joined,2
although,2
wilkie,2
him,2
collaborator,2
next,2
off,2
progressive,2
especially,2
between,2
can,2
up,2
among,2
professional,2
race,2
perils,2
model,1
may,1
periods,1
opium,1
critical,1
masthead,1
now,1
simultaneously,1
craik,1
timeless,1
done,1
critics,1
gauntlet,1
reformism,1
youthful,1
publishing,1
note,1
irregular,1
without,1
resists,1
rather,1
figure,1
apprentices,1
foil,1
economic,1
commentary,1
five,1
foreign,1
rule,1
across,1
arctic,1
impressive,1
cannibalism,1
smart,1
dangers,1
mate,1
notoriously,1
involvements,1
expedition,1
attitude,1
conservatism,1
culminating,1
merits,1
eskimos,1
male,1
female,1
worthy,1
cut,1
notion,1
lasting,1
lost,1
instance,1
harp,1
represented,1
analyzes,1
detailed,1
credited,1
passing,1
sympathetic,1
scottish,1
brand,1
leave,1
conducted,1
svengali,1
villainous,1
life,1
raze,1
study,1
combines,1
construction,1
analysis,1
white,1
mankind,1
fall,1
productive,1
hefty,1
gaskell,1
second,1
authority,1
inimitable,1
yet,1
indispensable,1
unstructured,1
elder,1
get,1
face,1
easily,1
studies,1
pp,1
partnership,1
genius,1
honduras,1
better,1
east,1
regularly,1
servants,1
under,1
psychoanalytic,1
tensions,1
consider,1
paternalistic,1
dichotomy,1
policy,1
us,1
justified,1
or,1
proof,1
into,1
india,1
ceylon,1
habits,1
policies,1
armadale,1
shadow,1
clearly,1
cornell,1
biographical,1
before,1
culture,1
algebra,1
homoerotic,1
squares,1
broke,1
gradually,1
mary,1
declares,1
conclusion,1
evasion,1
chafed,1
responsive,1
colonists,1
physically,1
mountaineering,1
practices,1
insights,1
hoping,1
