WORDCOUNTS,WEIGHT
will,17
the,13
to,13
she,11
her,10
a,9
in,7
of,6
he,6
his,5
and,5
for,5
like,4
s,4
that,3
how,3
wait,3
on,3
elvis,3
is,3
with,3
its,3
or,3
shaking,2
what,2
timeless,2
have,2
child,2
nixon,2
love,2
him,2
sir,2
e,2
back,2
as,2
once,2
not,2
d,2
up,2
while,2
waiting,2
say,2
hand,2
knows,2
at,1
completion,1
dating,1
longing,1
war,1
fishbone,1
babe,1
depth,1
gently,1
go,1
but,1
president,1
terrifying,1
conjunction,1
this,1
own,1
women,1
see,1
against,1
sound,1
ruth,1
had,1
takes,1
record,1
only,1
diapers,1
without,1
change,1
if,1
mother,1
course,1
moment,1
street,1
least,1
keep,1
starting,1
lonely,1
public,1
photo,1
jackson,1
kennedy,1
stop,1
remain,1
general,1
memory,1
begin,1
landscape,1
return,1
such,1
urges,1
irreconcilable,1
fleda,1
doing,1
imagine,1
original,1
stood,1
body,1
who,1
some,1
whatever,1
lifetime,1
believing,1
proof,1
still,1
measured,1
all,1
nor,1
long,1
rescue,1
father,1
hungry,1
asia,1
standing,1
blinding,1
pill,1
gesture,1
expanding,1
neck,1
their,1
outside,1
brightness,1
other,1
available,1
trying,1
eyes,1
grow,1
egg,1
best,1
pain,1
often,1
point,1
except,1
become,1
copied,1
hands,1
stone,1
remembers,1
reads,1
maris,1
dead,1
orbison,1
kissed,1
time,1
out,1
break,1
when,1
new,1
lives,1
easily,1
whole,1
very,1
comply,1
world,1
place,1
belly,1
steers,1
man,1
marry,1
starlet,1
there,1
stick,1
bills,1
seems,1
actual,1
puts,1
faithful,1
slowly,1
first,1
darkens,1
fracture,1
brown,1
lover,1
major,1
any,1
hit,1
maybe,1
pope,1
