WORDCOUNTS,WEIGHT
the,536
of,326
in,199
and,169
a,137
to,137
is,123
love,121
as,74
that,68
it,61
with,49
be,49
or,48
are,46
not,43
plays,40
this,39
play,36
drama,33
we,33
on,33
one,29
for,29
an,29
theme,29
by,28
s,27
romantic,27
but,27
french,27
at,26
more,26
which,26
characters,26
very,25
have,25
his,24
has,22
de,22
they,21
all,20
et,20
only,20
their,19
most,19
other,19
can,19
from,19
century,17
he,17
so,17
life,17
much,17
such,16
its,16
le,16
time,16
there,15
been,15
what,15
any,14
was,13
many,13
little,13
tragedy,12
conflict,12
find,12
may,12
than,12
action,12
classical,12
some,11
sort,11
je,11
will,11
do,11
if,10
comedy,10
l,10
quite,10
when,10
each,10
interest,9
had,9
out,9
psychological,9
social,9
problems,9
racine,9
different,9
almost,9
course,9
character,8
before,8
nature,8
review,8
no,8
well,8
various,8
contemporary,8
would,8
period,8
she,8
must,8
form,8
subject,8
does,7
experience,7
first,7
passion,7
real,7
i,7
even,7
could,7
plot,7
however,7
up,7
under,7
these,7
treatment,7
new,7
perhaps,7
la,7
did,7
dramatic,7
human,6
est,6
marriage,6
general,6
interesting,6
certain,6
important,6
mainly,6
people,6
stage,6
indeed,6
still,6
already,6
two,6
fact,6
end,6
serious,6
never,6
violent,6
made,6
eighteenth,6
after,6
story,6
force,6
often,6
then,6
far,6
them,6
problem,6
her,6
while,6
years,6
should,6
medieval,5
group,5
modern,5
into,5
desire,5
great,5
mais,5
moment,5
fate,5
phases,5
hero,5
without,5
supernatural,5
thing,5
study,5
les,5
qui,5
persons,5
example,5
place,5
call,5
power,5
really,5
hand,5
present,5
secular,5
number,5
another,5
ideas,5
nothing,5
were,5
moral,5
probably,5
me,5
sometimes,5
who,5
un,5
analysis,5
itself,5
best,5
distinctive,5
better,5
recent,5
concerned,4
extreme,4
live,4
motivation,4
t,4
seems,4
last,4
principal,4
side,4
figaro,4
himself,4
racinian,4
regarded,4
elements,4
young,4
though,4
main,4
se,4
molibre,4
just,4
called,4
shall,4
appears,4
opposition,4
literature,4
intense,4
part,4
own,4
tone,4
least,4
several,4
few,4
generally,4
marivaux,4
religious,4
ne,4
lovers,4
emotional,4
simple,4
forms,4
where,4
less,4
courtisane,4
like,4
morals,4
men,4
understand,4
get,4
novel,4
perfectly,4
type,4
mere,4
produce,4
through,4
pas,4
hernani,4
between,4
themselves,4
early,4
element,4
conventions,4
sa,3
difficult,3
go,3
now,3
struggle,3
common,3
moliere,3
worthy,3
true,3
easily,3
sublime,3
something,3
du,3
women,3
being,3
long,3
interested,3
might,3
j,3
augier,3
together,3
